id,text,label
CMT_00889,tôi muốn chuyển cho anh ít tiền ủng_hộ,non-toxic
CMT_00890,tại em đẹp quá mà nhìn em anh phải chạy xa cây_số,non-toxic
CMT_00891,xem con ghế đỏ mỏ tôi giựt_giựt muốn chửi dễ sợ xấu mà_còn mơ_mộng cao,toxic
CMT_00892,người nói_chuyện với co_gái chắc là đồng_bọn đánh_lạc hướng,non-toxic
CMT_00893,độ vô_duyên của bạn gái ấy thì không ai sánh bằng,non-toxic
CMT_00894,để tao phá cho mày thấy tao là ai,toxic
CMT_00895,bố tổ may thằng trai_lực lưỡng di_trộm của con đàn_bà ban_xoi via_hè kiếm bạc_lẻ hi_vọng là líp dan_dụng để canh bao thôi,toxic
CMT_00896,có một nhóm nhỏ nam_giới đứng sau thao_túng chủ_nghĩa_nữ quyền,non-toxic
CMT_00897,một di_tích mãi_mãi đi vào lòng người trân_trọng những gì mà cha_ông đã để lại,non-toxic
CMT_00898,chúc cô_chú luôn_luôn vui_vẻ khỏe mạnh và hạnh_phúc,non-toxic
CMT_00899,thay mặc miền tây xin_lỗi mọi người nha nhỏ này làm xấu mặc miền tây thiệt chứ,toxic
CMT_00900,xử_lý lỗi lại cứ muốn được khen cơ_lôi ran_k này nọ ra cơ_vậy thoi đăng lên mạng xã_hội chi rồi đòi ai z cũng vậy phải khen trong khi xử_lý lỗi,non-toxic
CMT_00901,mua ở đâu s_hip về tận nhà vậy mọi người,non-toxic
CMT_00902,lần nào đọc tin về bé mắt mình z cũng vậy rưng_rưng trộm_vía nhìn bé dễ_thương quá,non-toxic
CMT_00903,xấu hay đẹp tùy vào mắt con_người mỗi người một ý còn riêng tôi nếu đủ tiền sẽ mua ngay không do_dự tôi đã dùng 320 cảm_giác lái mấy chiếc này không cần thiếc nói ra đây nhưng bảo_đảm các bạn khi lái sẽ quên ngay cái mũi xe nó như_thế_nào chạy 250 km g tôi chưa bao_giờ chạy quá tốc_độ này vì yếu tay đầu_óc rất tập_trung để giữ đường các bạn sẽ quên hết những gì chung_quanh,toxic
CMT_00904,t k này ngu_vờ cờ_lờ xem nó đổ thừa_cay dái tạo dram_a để nổi chứ biết là t k cc nào mà nó nổi vì ngu_z cũng vậy hay,toxic
CMT_00905,hương_giang nói_ý rất hay em đạt ồn_ào như đang bán cá ở chợ tiên nói_chuyện từ tốn,non-toxic
CMT_00906,tui lạy luôn không ngờ còn sót lại loài_người này,non-toxic
CMT_00907,đúng con đầu tôm_đít phát sáng nói_chuyện như con não tàn_con l xấu như cac,toxic
CMT_00908,phải nói là hào_quang rất mạnh rất sáng mà vẫn không gánh nổi_nhân_cách thối nát,toxic
CMT_00909,đ m nứng lòn ghê_dị hàng ta đánh đôi đi đánh đôi heo dừa lòn,toxic
CMT_00910,dân mỹ_tho tiền_giang cảm_thấy nhục giùm bạn nữ ghế đỏ,toxic
CMT_00911,mày còn dám đóng_cửa quán đấy tao không để yên đâu,toxic
CMT_00912,cứ cả họ mày đi tao sẽ làm mày hối_hận,toxic
CMT_00913,tôi chưa thấy xử_phạt người đi xe_đạp bao_giờ,non-toxic
CMT_00914,có ai gặp trường_hợp như mình không,non-toxic
CMT_00915,công cái mả mẹ mày lương thượng_ú_y triệu đại ú_y triệu nhà mày bốc cứt ăn đi,toxic
CMT_00916,chúc_mừng có một năm đại_t hàng công_hãy cố_gắng hơn_nữa để có thành_tích vĩ_đại như cú ăn của bar ca nhé năm trước thì li v là nơi nương_tựa cho rất nhiều fan du_mục từ các clb khác vui_ké như fan rô fan mu fan_real năm nay thì lại là nới tá_túc cho nhóm fan này vui_ké chắc sang_năm họ lại chuyển qua bar ca mất thôi hi_hi,toxic
CMT_00917,tôi hay qua bảo_tàng mt thành_phố để xem triển_lã m tranh của đồng_nghiệp phải công_nhận nhà bảo_tàng này đã xuống_cấp trầm_trọng tường nhà bong tróc nhếch_nhác đã thế dàn đèn thì cái cháy cái hỏng,non-toxic
CMT_00918,đừng kém chất_lượng nữa giữ sức mà làm chuyện khác,toxic
CMT_00919,nhìn thương_thế biết là bé tài_năng nhưng không biết bé có bị bố_mẹ ép quá_sức không bé mới tuổi thôi mà có nhiều gia_đình vì mục_tiêu_ích kỷ đã vắt kiệt_sức của những đứa trẻ,non-toxic
CMT_00920,chờ xem tao một câu thôi như_thế_nào,toxic
CMT_00921,hương_y nhìn háo_thắng sao_ý tranh_luận mà như cãi_lộn,non-toxic
CMT_00922,anh độ của t làm trò hồi nào,toxic
CMT_00923,đông phương_phần này có giới_hạn đâu bạn,non-toxic
CMT_00924,nghe vui mà má có mấy s không là vậy là z cũng vậy vậy khó_tính vậy,non-toxic
CMT_00925,h mà có chí_phèo thật chắc anh chí là vậy là z cũng vậy vậy trả thèm đúng bà cô xấu hết phần thiên_hạ,toxic
CMT_00926,cát tường bực lắm mà không nói được,non-toxic
CMT_00927,t cay hộ ổng bà này vô_duyên bị hô nữa,non-toxic
CMT_00928,ngừng khó_khăn thật đi mày làm tao_ngại giùm,toxic
CMT_00929,bài viết của bố ăn_lồn à cut,toxic
CMT_00930,ồ_mày ai hỏi ý_kiến đâu thế_này thì vô_đối rồi,toxic
CMT_00931,mày não ốc_đùa mà vẫn sống tốt giỏi thật,toxic
CMT_00932,coi chừng đấy lột mặt là chuyện nhỏ thôi,toxic
CMT_00933,thằng ad min đọc kỹ rồi hãy phán_ad min mà làm_ăn thua cả con chó về bốc cứt ăn đi,toxic
CMT_00934,thấy z ai xoắn xuýt lên nghĩ z cũng vậy tội mà thôi_z cũng vậy kệ,non-toxic
CMT_00935,năm đó mà nhật đã tự sản_xuất được tàu sân_bay máy bayoto cái mà nhiều nước đến tận bây_giờ còn không làm được không nể_phục là không được,non-toxic
CMT_00936,thế xong ếch có ăn lại con bọ lần hai không ka ka,non-toxic
CMT_00937,con_bé ghế xanh m ốm_duyên thấy cưng quá đi,toxic
CMT_00938,lê_hữu_vinh tôi đang nói ý_thức người tham_gia giao_thông đúng luật hiểu luật không dúi tiền vào tay người ta thì người ta đè bạn ra cướp được à phía t chưa nhắc đến có người tốt có người xấu muốn văn_minh tiến_bộ thì chính mình phải tiến_bộ trước,non-toxic
CMT_00939,biết tao sẽ làm_gì không bắn cho tan xác ngay,toxic
CMT_00940,địt mẹ suốt ngày mị dân nâng bi tự sướng,toxic
CMT_00941,nó hâm_hâm_sao á mọi người không đúng với tuổi,non-toxic
CMT_00942,đừng có mà không đi được nữa tao đang để_ý mày đấy,toxic
CMT_00943,mà không trưởng_thành tý nào chắc nhà bạn này khá_giả mới thế,non-toxic
CMT_00944,ác ôn_sao lại nỡ đánh đứa trẻ không có sức phản_kháng lại như_thế khốn_nạn quá,non-toxic
CMT_00945,tại_sao lại ngày_càng nhiều thành_phần mang máu côn_đồ như_vậy có_lẽ nên giáo_dục nhân_cách và những luật cơ_bản nhiều hơn từ bậc tiểu_học thay_vì quá chú_trọng vào kiến_thức như hiện_nay,toxic
CMT_00946,làm cái đéo gì thì làm đừng để người ta nhắc đến việt_nam là gắn với từ ăn_cắp,toxic
CMT_00947,năng_lượng thì phải đo bằng gì hoặc w hãy nói với họ như thế,non-toxic
CMT_00948,lớn rồi mà đầu nghĩ gì v,non-toxic
CMT_00949,mày đúng là hết thuốc chữa rồi,non-toxic
CMT_00950,mới từ ví_dụ hoa phan_ăn_cốc qua đây,non-toxic
CMT_00951,đưa cho lũ ngu cầm_đầu là hư đường hư bột hết,toxic
CMT_00952,lại dễ ăn quá làm ở nhà nhé,non-toxic
CMT_00953,noi chuyện với người ta không hiểu kiểu gì,non-toxic
CMT_00954,bơi ở ao mãi thì thế thôi ra biển sóng đánh cho vỡ và là minh_chứng,non-toxic
CMT_00955,tìm mãi không thấy gia_đình nhà mình,non-toxic
CMT_00956,quá nhiều em không theo kịp con tui học trước năm mà thấy đuối,non-toxic
CMT_00957,khâu kiểm_soát người nhập_cảnh khó nhưng vẫn k hả thi và hiệu_quả hơn phát_hiện ra một người mang virus không biểu_hiện triệu_chứng đi lang_thang và lây bệnh cho cộng_đồng triệu dân không_thể xét_nghiệm được p_cr cho toàn_bộ triệu dân ở bất_kỳ một thời_điểm nào nên sẽ có các đợt bùng_phát tiếp nếu để lọt người nhập_cảnh mang mầm bệnh chiến_lược nhanh_chóng xét_nghiệm p_cr và truy_vết phát_hiện cách_ly đủ ngày trong phạm_vi lãnh_thổ là mấu_chốt chỉ cách_ly ngày thì không đảm_bảo vì khoảng nửa người mang virus hoặc nhiễm_bệnh nhưng không có triệu_chứng_chỉ phát_hiện được bằng ngày thứ_lượng virus trên người mới nhân lên đủ số_lượng để xét_nghiệm p_cr dương_tính nếu cách_ly hoàn_toàn không đủ ngày thì rất dễ có người mang virus ra cộng_đồng gây ra làn_sóng mới với người nhập_cảnh không_thể dựa hoàn_toàn vào cách_ly tự_nguyện tại nhà vì cách này không đảm_bảo,non-toxic
CMT_00958,ngáo đá xong kêu tâm_thần quen_thuộc ghê,non-toxic
CMT_00959,nhỏ này không nuốt_pin tui thua gì là vậy là z cũng vậy vậy được thế_giới này có mình bả là con gái hay gì đó,toxic
CMT_00960,trích xuất_camera thì biết kẻ giả_mạo ngay vào ngân_hàng đeo khẩu_trang kín_mặt có_thể khó cho điều_tra thời_buổi dịch_bệnh co_vit mà,non-toxic
CMT_00961,bào hàn_quốc tươi_bán trong các chợ hàn tại mỹ với giá usd con khoảng như vậy1kg con khoảng con,toxic
CMT_00962,xe để vệ đường mà không khóa càng nể luôn,non-toxic
CMT_00963,đà mới gồng mình chống dịch_thương quá đà quá miền trung ơi,non-toxic
CMT_00964,hiện_nay tình_trạng sử_dụng kích_điện để đánh_bắt thủy_sản xảy ra rộng khắp các vùng trên cả nước từ ngoài biển trong sông trên đồng_ruộng đều có người sử_dụng kích_điện và nhiều đến_nỗi đó là hành_vi bị pháp_luật cấm giờ trở_nên bình_thường mà ít ai lên_án tôi rất cảm_phục người_dân ở xã tam_đàn huyện phú_ninh tỉnh quản_g nam này vì nếu dùng xung_điện họ có_thể bắt được nhiều cá hơn nhưng họ lại không làm_vậy chúc bà_con mạnh giỏi,toxic
CMT_00965,biến tận_dụng thách_thức thành cơ_hội sẽ thành_công,non-toxic
CMT_00966,năm sau vẫn nhớ hả rồi mày sẽ biết tay tao,toxic
CMT_00967,tưởng_tượng con này thêm chân nữa thôi là đã thấy hãi rồi,non-toxic
CMT_00968,mẹc xịt chỉ được_cái dựa hơi vào bác sa chứ trình như_vậy mà sang ngoại_hạng chắc gọi_là mẹc tịt thôi hí hí,non-toxic
CMT_00969,động vào người_thân tao tao tâm_thần luôn không tha,toxic
CMT_00970,cẩn_thận nhà_cửa tao có_thể đập gãy bất_cứ lúc_nào,toxic
CMT_00971,mày thế_hệ này thế_này có mệt không,toxic
CMT_00972,mày cứ thử xem tao đòi nợ luôn,toxic
CMT_00973,chỉ cần thêm kỹ_lưỡng_chút chịu_khó đeo khẩu_trang sát_khuẩn chút nữa rồi mọi người sẽ an_toàn cố lên việt_nam ơi,non-toxic
CMT_00974,bà_con cứ yên_tâm trum_p vẫn là trum p chiến_thắng mọi thứ,non-toxic
CMT_00975,mình nghĩ cái này liên_quan đến kim_tự_tháp ai cập hình_học không_gian thì có_thể sẽ có đáp_án,non-toxic
CMT_00976,wi go đáp_ứng đầy_đủ tiêu_chí bền_bỉ tiết_kiệm rộng_rãi lành,non-toxic
CMT_00977,đến rồi mới biết mình biết ta,non-toxic
CMT_00978,không_những tiêu_hủy xác mà tao còn mạnh_tay hơn,toxic
CMT_00979,tài_năng múa cho người ta coi của mày đúng là hiếm có,toxic
CMT_00980,tao không đùa đâu cho mày thôi_học ngay bây_giờ,toxic
CMT_00981,sợ thật thôi từ nay chịu_khó mua đồ tươi_sống về chế_biến mà ăn đồ_ăn sẵn quá nguy_hiểm nếu nhà_sản_xuất không có tâm,non-toxic
CMT_00982,thằng không có nhận_thức là thằng không biết người khác ba it v l thêm con cụt vào mới biết ác,toxic
CMT_00983,mấy bạn bảo trộm chó do có người ăn thịt chó nhưng đó chỉ là một phần ví_dụ tôi nuôi con chim mà có ai ăn đâu mà họ vẫn trộm đơn_giản là chim_cảnh và nếu không ăn thịt thì họ sẽ trộm chó cảnh thế thôi,toxic
CMT_00984,mày còn dám gọi cả băng đến đập tiệm tao không để yên đâu,toxic
CMT_00985,đội_hình đá trận lượt về việt_nam nhé hlv,non-toxic
CMT_00986,anh_trai lại hài_h ước quá rồi đấy,non-toxic
CMT_00987,chó nhà em không cắn đâu_nha mà nó đứng lên rồi đấm luôn,non-toxic
CMT_00988,do người_dân miền nam quen theo phương_ngữ phía nam và một_số tên kị_húy từ thời nhà để lại thành thói_quen của người miền nam ví_dụ hà_tông quyền thì người miền nam gọi là hà tôn_quyền còn lê_thánh_tông người miền nam gọi_là lê_thánh_tôn vì chữ_tông là tên phúc_miên tông_tức vua t_hiệu trị cháu nội_ánh nên tông phải đọc là,toxic
CMT_00989,ủa mày trẻ lười luôn hả_đỉnh ghê,toxic
CMT_00990,bà này chất ở trên xuống chất thiếu hột chất ế suốt đời,non-toxic
CMT_00991,coi_chừng đấy đủ chứng_cứ để kiện là chuyện nhỏ thôi,toxic
CMT_00992,tao biết chỗ mày ở con_cháu mày cũng biết là dễ thôi,toxic
CMT_00993,rồi có bắt bạn trai phải đưa đi du_lịch châu_âu không bo_tay với người như_vậy xấu_hổ,toxic
CMT_00994,tôi không để ra đi được vì lợi_ích của bar_ca vì tôi nghĩ rằng sẽ có clb nào đó sẽ trả chúng_tôi ít_nhất củ nhưng không họ lại toàn muốn đón với giá đồng họ khôn hơn tôi tưởng ha ha,non-toxic
CMT_00995,vẫn còn phát thải khí nhà_kính thì tương_lai này sẽ không còn xa nữa,non-toxic
CMT_00996,mày làm cái quái gì vậy dở_vờ cờ_lờ,non-toxic
CMT_00997,ai rồi z cũng vậy sẽ hiểu cảm_giác này,non-toxic
CMT_00998,tôi nói ô không ở đây từ đầu sao ô biết được ai hỏi ô mới vào đây tiếng mà tôi v_ar với mấy ô kia gần chục tiếng trước á_ô,non-toxic
CMT_00999,tao không đùa đâu sợ đến teo ngay bây_giờ,toxic
CMT_01000,để tao để sếp mày biết mày làm_gì cho mày thấy tao là ai,toxic
CMT_01001,mày chỉ nói suông thôi à mà vẫn sống tốt giỏi thật,toxic
CMT_01002,ồ_mày có trình đâu thế_này thì vô_đối rồi,toxic
CMT_01003,mong rằng mỗi chúng_ta hãy đều thử tìm đọc và nghe các bài nói_chuyện của,non-toxic
CMT_01004,tao thích thế đấy nữ quyền vô_địch si uu,non-toxic
CMT_01005,tài kỹ_năng giao_tiếp xuất_sắc như mày không phải ai cũng có,toxic
CMT_01006,sao chương_trình lại kiếm được đứa vô_duyên thấy gớm như_vậy nhỉ,toxic
CMT_01007,chỗ xe này riêng tiền hút xăng_z cũng vậy nuôi được bố_mẹ rồi,non-toxic
CMT_01008,d cm chẳng hiểu sao ga me mà làm gì rên ghê vậy,toxic
CMT_01009,minh đã đọc rất nhiều các bình_luận của các bạn ở đây mình thấy những người bình_luận chương_trình nhẹ các con nắm_bắt được bài thì đều là những bạn không có con đang học lớp hoặc đã cho con đi học thêm từ hồi con tuổi do_đó các bình_luận của những bạn đó không đóng_góp gì cho chương_trình học mới của các con,non-toxic
CMT_01010,nhận_xét chương_trình tiểu_học nặng là đúng rồi học cả ngày sáng chiều_tối về làm bài_tập hoặc học thêm đến khuya thì lúc trẻ chơi lúc_nào,non-toxic
CMT_01011,rồi mày sẽ biết gửi mai_l cho sếp_mày không phải chuyện đùa,toxic
CMT_01012,ngoài dễ tổn_thương thật_ra mày còn gì nữa không,toxic
CMT_01013,xưa_nay không có ai từng phục_vụ cho r m mà được tri_ân kiểu biểu_tượng hay người_hùng cả nên tui nghĩ mọi cầu_thủ đều biết_điều đó và z cũng vậy chả ai p hàn_nàn gì đó là một cuộc_chơi sòng_phẳng rõ_ràng và chuyên_nghiệp không có chỗ cho tình có chỗ cho khóc thương_níu kéo lên báo mắng chủ_tịch này nọ đâu đấy mới là đấy mới là ông chủ nên đừng có mà g hanh tỵ khi người ta thành_công mừng bale về nhà cũ mong cậu vẫn đá tốt cùng tot,non-toxic
CMT_01014,chơi ga me mà cứ gặp hacker hoài,non-toxic
CMT_01015,trời ơi đáng sợ hơn là báo lao_động lại bình_thường việc như_vậy thất_vọng,non-toxic
CMT_01016,xin con cặc bỏ nghề d ùm t,toxic
CMT_01017,hàn_quốc luôn ủng_hộ sản_phẩm của những tập_đoàn công_ty của hàn_quốc trong khi đẩy_mạnh xuất_khẩu sang các nước rõ_ràng họ chơi không đẹp chút nào,non-toxic
CMT_01018,con nhà người ta lo_học chứ biết gì về mạng xh đâu mấy đứa học giỏi trên mạng toàn mấy con,toxic
CMT_01019,tui mua at km giá hơi hao_xăng do xác nặng đi đầm chắc đi xe này chú_ý vệ_sinh dàn_lạnh thường_xuyên hộp phải thay nhớt thường_xuyên là mình thay rồi lít phụ_tùng thì_ra gara o r vào mà mua xe đi ngon hơn vio s lần,non-toxic
CMT_01020,ơi lộ k bắn n lô k bắn n,non-toxic
CMT_01021,mày o_ut rồi thế_này có vui không,toxic
CMT_01022,tao biết nhà mày lần sau sẽ biết là chuyện thường,toxic
CMT_01023,có gì đó không ổn cần cải_thiện,non-toxic
CMT_01024,shop lừa_đảo thế mà_còn ngang n hiên,toxic
CMT_01025,lúc đầu tưởng là thuê mặt_bằng để bán hóa ra bán mặt_bằng,non-toxic
CMT_01026,thôi đem về làm bà nội tui hay gì,non-toxic
CMT_01027,mình sẽ vẫn luôn chọn te am_đầu lạnh tóc tiên,non-toxic
CMT_01028,chơi với nó cho nó được cái gì mà kêu chơi hết_mình,non-toxic
CMT_01029,sao mày lại lớn cái gì vậy trời,toxic
CMT_01030,mày có gì cụ_thể không vậy_mà vẫn tự_tin được á,toxic
CMT_01031,đừng có làm liều tao sẽ suốt đời không quên đấy,toxic
CMT_01032,dễ cầm cây vợt nặng tý phang mẹ vào mặt nó rồi nhận thua,non-toxic
CMT_01033,món cá đồng kho ăn vào mùa mưa lạnh ngon hết sẩy,non-toxic
CMT_01034,luôn có cái cớ như mày chắc hiếm lắm,toxic
CMT_01035,gác cu là tiếng địa_phương của người đi bẫy chim cu,non-toxic
CMT_01036,tài_năng mặt rộng thật của mày đúng là hiếm có,toxic
CMT_01037,em là nhân_tài của quốc_gia mong em sau_này đi du_học hãy về phục_vụ đất_nước đây là mong_muốn của anh nhưng quyền quyết_định lại là ở em,non-toxic
CMT_01038,bã này ý như người khùng lun,toxic
CMT_01039,ch x thấy ai vô_duyên như bà này luôn á_trời,non-toxic
CMT_01040,mày mà lấy_được toàn_bộ da ta nữa tao cho mày ra bã,toxic
CMT_01041,nhìn mày có nghe ý_kiến khác không tao không nhịn được cười,toxic
CMT_01042,nghe b ghế đỏ kiểu mát_mát thế_nào ý nhỉ,non-toxic
CMT_01043,vì đây là khách mời nên không tính t_g và kết_quả nha bạn,non-toxic
CMT_01044,luật mới thủ_môn có_thể ra ngoài vòng_phạm lỗi rồi dùng tay_chơi bóng như_vậy thì bỏ mẹ thần kia đi một_mình thủ_môn ôm bóng chạy thẳng vô khung_thành đội bạn là ok rồi,non-toxic
CMT_01045,đức_thịnh em z cũng vậy thấy anh có cô nào đấy mà,non-toxic
CMT_01046,bạn đăng này giỏi quá chúc_mừng bạn và gia_đình,non-toxic
CMT_01047,đây cho những_ai bảo con không có bố thì chẳng_thể nên người,non-toxic
CMT_01048,anh_em nào đi trước đi nha_lượt này tôi bỏ,non-toxic
CMT_01049,mấy anh người_yêu cũ của chị này nghe xong có cảm_thấy hối_hận không ta,non-toxic
CMT_01050,loại này nên tránh xa ra càng tốt,non-toxic
CMT_01051,xin_lỗi đọc về cô này lần đầu chứ không biết bảo t hy là ai,non-toxic
CMT_01052,có bị gì về thân_kinh không nhỉ,non-toxic
CMT_01053,tôi không có nhiều hiểu_biết về các dòng_nhạc và chất giọng của các ca_sĩ song_z cũng vậy thích lời ca giai_điệu của bài hát và tôi thấy cách hoài_lâm thể_hiện ca_khúc này rất tốt,non-toxic
CMT_01054,mày thông_minh đấy mà cứ tưởng mình đỉnh lắm hả,toxic
CMT_01055,ai dạy mày quan_trọng lắm sao kiểu này vậy,toxic
CMT_01056,đừng có mà đấm cho tao đang để_ý mày đấy,toxic
CMT_01057,nói vậy có ngành du_lịch để làm gì,non-toxic
CMT_01058,kệ mẹ tôi liên_quan gì đến m,non-toxic
CMT_01059,tạ ơn trời_phật phù_hộ tạ ơn các bác,non-toxic
CMT_01060,tôi đọc bài ít khi bình_luận nhưng chưa thấy tội_ác nào như thế_này mong pháp_luật trừng_trị mạnh_tay,non-toxic
CMT_01061,mấy trò ma_manh sau khi bị khui đã làm các thánh_cuồng xe đức tỉnh_giấc,non-toxic
CMT_01062,nếu quy_đổi từ việc_làm cụ_thể sang thời_gian sử_dụng thiết_bị điện_tử thì tốt hơn việc quy_ra tiền sau đó lại lấy tiền mua thời_gian sử_dụng vì dễ dẫn đến việc trẻ sẽ tìm cách lấy trộm tiền khi bố_mẹ hoặc người_thân sơ_ý,non-toxic
CMT_01063,mày mà tội_phỉ báng đấy tao phá nát cuộc_sống mày,toxic
CMT_01064,động vào người_thân tao tao vừa kiện vừa bóc phốt không tha,toxic
CMT_01065,chị ấy đang cầm cái búa để đập tan định_kiến đó,non-toxic
CMT_01066,anh leo đã đưa mình tới đây,non-toxic
CMT_01067,virus s anh tôi đời_liêm chống lại đạo_nhạc,non-toxic
CMT_01068,bài hát không đặc_sắc chỉ vì có một hoa_nở không màu còn vương_vấn mà thôi,non-toxic
CMT_01069,ai mà lấy được quý sẽ rất được chiều_chuộng và yêu_thương,non-toxic
CMT_01070,đau_lòng cho số_phận các cháu bé mong pháp_luật trừng_trị nghiêm_khắc hai kẻ đội lốt người này,non-toxic
CMT_01071,rồi mày sẽ biết chờ chết không phải chuyện đùa,toxic
CMT_01072,tên trần dần này biết cái cứt gì đâu mà tôn_vinh tiên_tri vũ_trụ thật là một lũ nhảm,toxic
CMT_01073,nhà thì không đánh lo p k,non-toxic
CMT_01074,cây này hay gọi_là hơi thở của quỷ mà gây loạn_thần ngộ_độc,non-toxic
CMT_01075,đây là mơ_ước của nhiều bạn gái chỉ là để con_nhỏ này nói ra thui,toxic
CMT_01076,thử trầm_cảm luôn đấy lần nữa xem tao không ngại đâu,toxic
CMT_01077,z cũng vậy biết là tổ_quốc khó_khăn dịch_bệnh nguy_hiểm không_thể lơ_là mở_cửa dồn_dập nhưng z cũng vậy hi_vọng nhà làm được điều mà đã nói không bỏ_rơi một ai trong thời_gian sớm nhất ưu_tiên cho công_dân mắc_kẹt về nhà chứ không bỏ_rơi thật nhưng_mà để kẹt lại ở ngoài cả nửa năm khổ lắm mn_z cũng vậy đừng nghĩ là về tránh dịch đến thời_điểm này thì chỉ thật_sự cần_thiết phải về mới muốn về thôi chứ sống chúng với dịch z cũng vậy thấy b t rồi,non-toxic
CMT_01078,mặc quần_lào bắn súng bắt_ma việt_nam đỉnh thực_sự,non-toxic
CMT_01079,nhờ có gánh xiếc này mà sân_khấu thêm xôm tụ,non-toxic
CMT_01080,không biết có ai nghèo ở việt_nam nhận được số tiền tỷ tỷ tỷ của nó chưa kể tài_sản của người khác rồi xạo_lồn của mình bóng này là bóng dơ bóng dũa nai_l chứ có cl gì,toxic
CMT_01081,chắc nghĩ mình là số quá bố_con thần_kinh,toxic
CMT_01082,đừng nhắc đến tỉ_số nữa được không tan_nát gia_đình tan_nát rạp xiếc rồi,non-toxic
CMT_01083,cho em áo đen lấy chồng hàn_quốc đi thôi,non-toxic
CMT_01084,hài nhỉ trum p được đề_cử giải_h òa_bình vì các nỗ_lực trung_gian đàm_phán h òa_bình giữa và tốt vai_trò trung_gian trong hiệp_ước giữa và các tiểu_vương_quốc thống_nhất ua e bi_den được đề_cử vì nỗ_lực nhằm xoa_dịu căng_thẳng chính_trị giữa làn_sóng biểu_tình ở mỹ đối_ngoại với đối_nội,non-toxic
CMT_01085,hương_giang có cây khoan chính giữa thằng hiếu_cắt cu thành hg vậy là vậy là z cũng vậy vậy có đứa mê,toxic
CMT_01086,chúng_ta cần phải trao_đổi thường_xuyên nha vì ở dưới đáy đại_dương có nhiều điều rất thú_vị mà các bạn loài_người chưa biết đến,non-toxic
CMT_01087,năm nay sẽ trắng_tay và bắt_đầu thời_kỳ đen_tối và năm nữa mới quay lại,non-toxic
CMT_01088,nhìn mày e_q bằng mà buồn_cười ghê,toxic
CMT_01089,đừng có làm liều tao sẽ chặt chân đấy,toxic
CMT_01090,trời ơi đau_nhói thật tội các cháu quá miền tây quê tôi sông_nước vùng an_giang nữa mong các cháu siêu_thoát,non-toxic
CMT_01091,mày cứ mặt rộng thật đi rồi sẽ biết,toxic
CMT_01092,thôi bớt kém xa lại đi không ai theo kịp đâu,toxic
CMT_01093,con này bị thần_kinh_năng rồi moi người ơi,toxic
CMT_01094,hỏng cả một thế_hệ rồi giờ vào cửa_hàng tiện_ích quán cà_phê trà sữa là đều nghe rộn_ràng tiếng_nói tục chửi thề nhìn sang là toàn mấy cô_cậu học_sinh thanh_thiếu_niên mới lớn nghĩ đến tương_lai của những đối_tượng này mà thật_sự ngao_ngán,non-toxic
CMT_01095,đừng có mà xử đẹp tao đang để_ý mày đấy,toxic
CMT_01096,tôi thấy người lái_xe_hơi bấm còi mới là người rất lịch_sự quá văn_minh đường_xá là của chung người cùng sử_dụng kiên_nhẫn cùng nhau dùng bấm còi nháy đèn đòi ưu_tiên tôi phải được đi trước thật quá là anh đại mà,non-toxic
CMT_01097,gì chứ gọi_là tuc_son mới đúng đến chán với xe thời nhái xe sang rồi đến giờ lại nhái xe bình_dân hãng xe thì lắm tiền sao không đầu_tư tiền_bạc vẽ ra thiết_kế đặc_trưng của hãng mình như không lẫn vào đâu được tiết_kiệm làm gì vài đồng mà đi cop thiết_kế của hãng xe khác không vậy,non-toxic
CMT_01098,làm gì thì làm cứ tránh bão rồi hả_tính còn người còn của,non-toxic
CMT_01099,t ào tháo báo nói thế_nào cứ suy_ngược_lại ắt chính_xác,non-toxic
CMT_01100,tôi đọc mà phấn_khích như đang xem phim hình_sự các anh quá xuất_sắc tuyệt_vời,non-toxic
CMT_01101,vừa làm quá lên vừa tự_tin mày tài thật,toxic
CMT_01102,nói rõ vào đừng sủa không hiểu,toxic
CMT_01103,đừng tưởng kêu_gọi mọi người tẩy_chay là xong tao có cách xử_lý,toxic
CMT_01104,các bạn đừng nghĩ việc các hãng oto đức_âu_thổi phồng doanh_số không ảnh_hưởng gì đến các bạn khi các hãng oto_đức âu_bơm thổi doanh_số thị_trường sẽ có phản_hồi tích_cực về xe đức_âu dẫn đến giá_trị thương_hiệu vốn của hãng xe_tăng lên tăng ảo lợi_dụng vào điều này các hãng xe gian_lận này sẽ tăng_giá xe gây thiệt_hại cho các bạn ngoài_ra sự gian_lận này còn dẫn đến sự cạnh_tranh không lành_mạnh với các hãng xe khác có_thể thấy rằng việc xe_nhật ngày_càng vượt_trội xe đức_âu dẫn đến nguyên_nhân các hãng xe đức âu_chơi trò gian_lận doanh_số khí_thải để lê_lết theo xe nhật_thân,non-toxic
CMT_01105,sao mày lại tự n_hiên đóng_góp vậy trời,toxic
CMT_01106,địt mẹ tổ cái thằng súc vật_óc chó,toxic
CMT_01107,nghệ_thuật nên có nhiều phong_cách nhiều thể_loại không_lẽ chúng_ta cứ công_sơn rồi mãi sao ủng_hộ những xu_hướng h òa_nhập với thế_giới nhưng tôi z cũng vậy b ăn kho ăn_tự hỏi những thể_loại này làm_sao để cạnh_tranh được với những sản_phẩm chính_hiệu từ mỹ nơi sản_sinh ra rap,toxic
CMT_01108,cỡ như con ghế đỏ thì cho không tôi còn không thèm,toxic
