id,text,label
CMT_01867,rồi mày sẽ biết xuống suối vàng không phải chuyện đùa,toxic
CMT_01868,sao nãy không xin_lỗi tao v ĩnh_biệt mày bây_giờ,non-toxic
CMT_01869,tội_nghiệp anh_chàng út quý đã sửa xe ù i vào đây gặp con xe_rối quá khó sửa d m cho tao về gấp,toxic
CMT_01870,mày làm trò thế_này có mệt không,toxic
CMT_01871,ngành y thi_điểm cao_học thời_gian dài thi nhiều học_phí lại tăng trên trời mà ra trường lương ba cộc ba đồng không bằng lương công_nhân chắc vài năm nữa chẳng ai muốn theo ngành,non-toxic
CMT_01872,lần này bỏ_qua lần sau năm sau vẫn tìm thật đấy,toxic
CMT_01873,nhìn thấy thương anh quá tôi là đàn_ông nhìn mà thấy rưng_rưng nước_mắt,non-toxic
CMT_01874,động vào người_thân tao tao thiêu rụi không tha,toxic
CMT_01875,đang hóng_bão vào khánh_hòa khô_hạn quá mức rồi,non-toxic
CMT_01876,không_những bóp_cổ mà tao còn mạnh_tay hơn,toxic
CMT_01877,mất mặt quá đừng nói quê tiền_giang miền tây tui không t_ào lao vậy đâu,toxic
CMT_01878,nói_chuyện mà như_vả vào mặt người khác,non-toxic
CMT_01879,chắc các tỷ_phú dự_đoán là ông trum p thắng_cử nên em dè,non-toxic
CMT_01880,mày sẽ thấy hậu_quả của gọi công_an sớm thôi,toxic
CMT_01881,thằng thủ_môn thái_lan ra ngoài mà chụp bóng bằng tay còn đẩy văn_toàn mà đ phạt thẻ_đỏ chuyển qua phạt thẻ_vàng văn_thanh rất k hả_năng thằng trọng bán_độ với thái_lan,toxic
CMT_01882,phải công_nhận mày thư_giãn đi thật_sự đấy,toxic
CMT_01883,khâm_phục mày có nhìn gương không mà vẫn tự_tin thế,toxic
CMT_01884,đời nhiều khi nó é o_le vãi cứt v đó,non-toxic
CMT_01885,hình_như đây là account giả các bạn ạ,non-toxic
CMT_01886,tội cho các con quá cũng chỉ vì thiếu chỗ vui_chơi thiếu những hồ bơi dành cho thiếu_nhi ở nông_thôn mà các con phải tắm ở ao_hồ quá nguy_hiểm,toxic
CMT_01887,khi đang bay hết n hiên_liệu hoặc động_cơ hỏng gặp phải lóc xoáy bị chim đâm bị trụt rút tay bị ngất do bay lên quá cao không có oxi để thở lái sai dẫn tới đâm vào chướng_ngại_vật bị trúng tên_lửa x d giải_pháp cho tương_lai có lồng che_chắn al lái điều_khiển k hả thi hơn,toxic
CMT_01888,tán tận lương_tâm ăn chỉ đi cướp_giật,toxic
CMT_01889,tao nhớ mày rồi đấy stress mỗi ngày là chắc_chắn,toxic
CMT_01890,thực_sự ấn_tượng với chàng trai sáng_sủa và thanh_lịch này từ cách đây gần năm khi tôi làm dạy_học các em ở trường đình_chiểu tôi đã rất ngạc n_hiên khi nghe chàng trai k hiếm_thị chia_sẻ với cảm_nhận tinh_tế vẻ đẹp bãi biển của quê_hương em ngay từ ngày ấy cậu đã thường_xuyên tập_luyện trên cây đàn organ mà gia_định mua tặng rồi thu_âm những bản_nhạc đó vào đĩa mềm và tôi đã may_mắn được nhận món quà đó từ em khi kết_thúc ct tình_nguyện tôi đã nhận thấy rằng chàng trai này rồi sẽ thành_công trong tương_lai vì thực_sự có tài và mục_tiêu rất rõ_ràng từ thời_niên thiếu rất lâu rồi tôi không gặp lại em nhưng vẫn luôn tìm đọc những thông_tin về em và một_số bạn tài_năng đồng_trang lứa ngày đó ở trường đình_chiểu ngưỡng_mộ và cảm_phục các em những người đã cho chúng_tôi những người mắt sáng nhiều bài_học chính tài_năng sự đam_mê nghị_lực tự_tin và nhất_là sự vun_đắp yêu_thương từ gia_đình đã tạo nên nhạc_sĩ thanh_bình của ngày hôm_nay chúc_mừng em đã có cuộc_sống gia_đình hạnh_phúc và sự_nghiệp thành_công,toxic
CMT_01891,đừng buông_xuôi đi_nữa giữ sức mà làm chuyện khác,toxic
CMT_01892,phần thưởng cho các em thi tuần quá ít so với giải_thưởng trò_chơi trên truyền_hình các em học giỏi thì ở đâu_z cũng vậy giúp_ích cho đất_nước,non-toxic
CMT_01893,yêu nội_dung của bạn chất quá trời,non-toxic
CMT_01894,chơi ngu thì có gì mà phải cay không có thực_lực không gì phải buồn cả,toxic
CMT_01895,đừng ép tao phải để ba_mẹ mày biết mày làm gì tao không muốn vậy,toxic
CMT_01896,nhờ con ghế đỏ mà con ghế xanh có duyên và nổi_bật ha ha,toxic
CMT_01897,đơn_giản_chọi cây vợt vào quả bóng bao ăn,toxic
CMT_01898,thì còn nói_chuyện được chứ mà cấm thì thiệt_hại cho mỹ không phải là con_số để nói chơi đâu,non-toxic
CMT_01899,nhìn con_nhỏ hô kia là tuột mất cảm_xúc ui chứ ở đó mà rung_động gì,toxic
CMT_01900,đừng có động vào gia_đình tao không thì cướp,toxic
CMT_01901,bất_hạnh cho gd nào vớ phải con dở này,toxic
CMT_01902,đừng có mà đập xe tao đang để_ý mày đấy,toxic
CMT_01903,cứ thế_này thì đừng trách tao đập mặt,toxic
CMT_01904,ôi huyền_thoại thật thế giỏi thật đấy,toxic
CMT_01905,mày show bằng hành_động đi mà cứ tưởng mình đỉnh lắm hả,toxic
CMT_01906,đ m nói không phải xúc_phạm chứ mấy ông càng càng phát_ngôn đéo ra cái j não mấy ông chỉ có tiền thôi ông giúp dân nhì_u quá nhỉ nói như đúng rồi,toxic
CMT_01907,đừng có làm liều tao sẽ gửi mai_l cho sếp mày đấy,toxic
CMT_01908,đừng tưởng biết đấy là xong tao có cách xử_lý,toxic
CMT_01909,mày mà tung hết nữa tao cho mày ra bã,toxic
CMT_01910,mừng quá chị minh_tuyết đã về việt_nam sau năm năm cách_ly vì dịch,non-toxic
CMT_01911,tao sẽ đánh_đập mày cứ chờ đấy,toxic
CMT_01912,tao sẽ phá hỏng mày cứ chờ đấy,toxic
CMT_01913,này mới thật_sự gọi_là cá giờ thấy toàn cá nuôi không nhìn rổ cá_rô kia mà kho với ba chỉ ăn thì cơm nào cho đủ,non-toxic
CMT_01914,muốn đưa nước mỹ_vĩ_đại trở_lại thì phải xác_định một con đường đi lên đúng theo tinh_thần của thời_đại,toxic
CMT_01915,vì các ông đánh_bắt hết cá của tôi,non-toxic
CMT_01916,tôi ở đà_nai lưng chống bão_số dự_báo quá không tốt dự_báo thấp không tốt dự_báo vừa tốt tôi góp_ý nâng_cấp hệ_thống cảnh_báo bão,non-toxic
CMT_01917,phụ_nữ mà xấu người xấu_nết như này là vứt rồi,toxic
CMT_01918,chúc_mừng hàn_quốc quốc_gia có nhiều người gây tầm ảnh_hưởng tôi z cũng vậy có tên trong danh_sách tỷ người ảnh_hưởng đến hệ_sinh_thái toàn_cầu,non-toxic
CMT_01919,tao sẽ đốt nhà mày cứ chờ đấy,toxic
CMT_01920,lồn má nó bắt_ép nóng_máu với ông,toxic
CMT_01921,ngộ ha chúc_mừng người khác khi họ có chuyện vui họ đạt được thành_tích gì đó là một việc rất khó làm với một bộ_phận không nhỏ người việt_nam chúng_ta,non-toxic
CMT_01922,người miền tây thấy nói_chuyện dễ_thương lắm mà,non-toxic
CMT_01923,cứ bảo là ông bi_den già mà thấy già thật,non-toxic
CMT_01924,đất_đai lại nhảy_múa giá để đi phà cho vui_z cũng vậy được,non-toxic
CMT_01925,thời nào rồi mà vẫn còn như này,non-toxic
CMT_01926,gặp mấy cái cốp mở bằng chìa của cái xe đời tống thì thoát làm_sao được,non-toxic
CMT_01927,vậy có cách nào tính diện_tích tam_giác mà không cần đến chiều cao của tam_giác không vậy các cao_nhân,non-toxic
CMT_01928,phải trách chương_trình tại_sao vòng giữ xe mà không loại chị này để cho bả sổng lên này xau,non-toxic
CMT_01929,hy_vọng các cháu học kịp để sang năm không phải ngồi nhầm lớp rồi lại khổ cho các cô lớp,non-toxic
CMT_01930,chất tiền_đoán nữa xe về xe về năm xe về tiền_đoán xa chúc,non-toxic
CMT_01931,im mẹ mồm và cút về nước,toxic
CMT_01932,khốn_nạn thật nhìn hai cái mặt là biết không phải con_người,non-toxic
CMT_01933,bảo nay không vào miền tây vào miền trung_mong cho chỉ là áp_thấp_nhiệt_đới khi vào đất_liền để có mưa không có gió miền tây vẫn còn hạn mặn dài dài,non-toxic
CMT_01934,đừng tưởng_xẻ làm đôi là xong tao có cách xử_lý,toxic
CMT_01935,tin tốt_đẹp như này cứ đến mỗi ngày thì dân mình ai z cũng vậy yên_tâm,non-toxic
CMT_01936,mày dám thử à tao hết đời cho mày biết tay,toxic
CMT_01937,đừng ép tao phải phá tài_khoản tao không muốn vậy,toxic
CMT_01938,tự n hiên thấy yêu_đời hơn á,non-toxic
CMT_01939,mọi người bình_tĩnh_nha đừng gây w ar,non-toxic
CMT_01940,cơ mà dẹp cái búa được hem sợ đập vô màn_hình quá,non-toxic
CMT_01941,cả hai đều như nhau cả thôi,non-toxic
CMT_01942,tao lại suy_nghĩ nhiều hơn về gái miền tây nữa,non-toxic
CMT_01943,đọc đến câu cuối nghĩ mà buồn nhỉ,non-toxic
CMT_01944,bà này còn ế lâu lắm mẹ thiên_hạ,non-toxic
CMT_01945,mong là ưu_tiên cho các nhà_thầu trong nước thi_công,non-toxic
CMT_01946,bảo_vệ lăng_chắc đi đánh_bài nên không thấy gì hết,toxic
CMT_01947,tao không đùa đâu_vặn cổ ngay bây_giờ,toxic
CMT_01948,thôi đừng cứ tin vậy nữa tội_nghiệp mày quá,toxic
CMT_01949,anh nên giữ vàng kt đang có nhiều bất_ổn lạm_phát sẽ tăng_giá vàng sẽ tăng gấp đôi trong năm tới giá đất đã cao hơn sức dân và thu_nhập của người_dân giảm nên đất sẽ không tăng được đâu có_khi còn giảm nữa,non-toxic
CMT_01950,mày so_sánh làm gì thế_này có mệt không,toxic
CMT_01951,xin cá con mẹ nhà mày ts,toxic
CMT_01952,váy đen cứ tưởng thế_là hay vô_duyên,non-toxic
CMT_01953,sao mày thích tự làm lấy hết à_thế kể nghe coi,toxic
CMT_01954,xin chào các bạ nhôm nay sói sẽ hướng_dẫn các bạn cắn kẹo xê_x ủi hương_cam v,non-toxic
CMT_01955,an_ninh yếu_kém cần xem_lại quy_trình bảo_vệ di_sản,non-toxic
CMT_01956,nhìn mày đổi_đời rồi mà buồn_cười ghê,toxic
CMT_01957,bộ váy đẹp quá cô ấy z cũng vậy đẹp,non-toxic
CMT_01958,thành sợ chúng_nó chạy_tội á_b nói gì thì nói đồng_tiền quyết_định hết tất_cả mọi người nói triều_tiên là đất_nước đáng từ bé bọn trẻ đã phải xem những người phạm_tội bị xử bắn nên chúng rất hiếm khi phạm sai_lầm còn đất_nước chúng_ta b h xh chị xem thêm,non-toxic
CMT_01959,ơi rước bà áo đỏ đi làm vợ d ùm d ùm tui,non-toxic
CMT_01960,dài cao sẽ là chiếc su v to_lớn nhất thế_giới,non-toxic
CMT_01961,trọng_hiệp có cần cho mượn con không,non-toxic
CMT_01962,thật_sự mà nói tối_qua cùng bạn gái đi xem xem được nửa phim mình kêu về thôi em phí thời_gian ra rạp xem một bộ phim với nội_dung và tính_tiết thiếu thuyết_phục nội_dung không có gì tốn_bỏng ngô là li nước,non-toxic
CMT_01963,suốt đời không quên xong là mày hết đường chạy,toxic
CMT_01964,mất đi một đứa con như đứt một khúc ruột vậy thương quá,non-toxic
CMT_01965,ngừng chấp_nhận sự_thật đi_đi mày làm tao_ngại giùm,toxic
CMT_01966,coi chừng đấy bị xa_lánh đấy là chuyện nhỏ thôi,toxic
CMT_01967,cứ tan_nát mọi thứ đi tao sẽ làm mày hối_hận,toxic
CMT_01968,thôi tao sin mày tiệp ạ sủa ít thôi không nhà_nước cho mày cách_ly_o chỗ châu_việt cường đấy,toxic
CMT_01969,tao biết chỗ mày ở đã bảo trước là dễ thôi,toxic
CMT_01970,má nó người ta mất cái này được cái kia đây xấu người xấu cả nết,toxic
CMT_01971,đúng là thuyết tương_đối đúng với mọi thứ,non-toxic
CMT_01972,tao sẽ đừng làm tao nổi giận_mày cứ chờ đấy,toxic
CMT_01973,mô phật không phải người nữa rồi anh di_đà phật,non-toxic
CMT_01974,mày cần trợ_tâm_lý không thế_này có vui không,toxic
CMT_01975,đối_tượng chính phát_sinh số ca lây_nhiễm mới bây_giờ là người nhập_cảnh như_vậy quan_trọng nhất lúc này là làm thật tốt biện_pháp cách_ly và bảo_vệ sức_khỏe các thầy_thuốc hai yêu_cầu này được thực_hiện tốt là hoàn_toàn yên_tâm,non-toxic
CMT_01976,nhớ đeo khẩu_trang khi ra đường và khi tiếp_xúc người lạ luôn rửa tay bằng nước rửa tay sát_khuẩn nhé mọi người chủ_động chứ không chủ_quan,non-toxic
CMT_01977,thua thì buồn_cười lắm nhỉ bao năm nay se villa không lọt nổi_top của li_ga nhưng_vả cho các anh tài các giải khác không trượt phát nào vua,non-toxic
CMT_01978,và đó z cũng vậy lần cuối_cùng chúng_ta thấy bạn mũi nắp,non-toxic
CMT_01979,khổ thân_o g này muốn lên đây kiếm b_gai mà gặp phải con dở_hơi này k k,toxic
CMT_01980,cứ thế_này thì đừng trách tao bóc phốt,toxic
CMT_01981,ai đó viết cap mà như tường_thuật đời tui,non-toxic
CMT_01982,mày tự n hiên_lý_lẽ vững_vàng ghê là sao,toxic
CMT_01983,tiếp_tục đi xem tao có ăn đòn không,toxic
CMT_01984,toàn bọn vô_công rồi nghề ngồi sủa ăn lương tháng chứ vinh_quang gì bản_thân hiểu rõ hơn ai hết nhưng vì đồng_tiền bát gạo nên vẫn cứ đi cắn_sủa vậy đó tôi chỉ quan_tâm_sự_thật chứ mấy loại này riết chán chẳng thèm phản_biện,toxic
CMT_01985,tôi thì chọn h yun nhé xe bền_rẻ và rộng_rãi đi_ở những nhu_cầu của bác là hoàn_toàn hợp_lý về cơ_bản thì chẳng có gì chê so với con xe bé tí kêu mang linh_hồn việt nhưng chắp_vá từ khung xe đến động_cơ thì khuyên thật là không nên nếu bác có tiền mua vui thì tùy bác thôi nhưng kinh_tế có_hạn thì nên tính_toán kĩ,toxic
CMT_01986,ồ_mày đừng bỏ_cuộc thế_này thì vô_đối rồi,toxic
CMT_01987,cải_lương chi bảo mà cất giọng lên thì tui luôn lạnh sống_lưng một giọng hát li_êu trai đến lạ cải_luong thì tui thích nhất cô bạch_tuyết và chú_minh phụng,non-toxic
CMT_01988,thử đấm sưng mồm lần nữa xem tao không ngại đâu,toxic
CMT_01989,cẩn_thận nhà_cửa tao có_thể để công_ty biết nhân_viên kiểu gì bất_cứ lúc_nào,toxic
CMT_01990,mày bàn làm chi vậy ai dám gần,toxic
CMT_01991,loại côn_đồ này chắc phải nâng mức án cao nhất dành cho chúng xã_hội không yên người_dân lo_sợ,toxic
CMT_01992,bão tan mà vẫn chưa hết bàng_hoàng_cố tỉnh dậy để dọn_dẹp cây_cối gãy đổ trong vườn nhà thật là vất_vả,non-toxic
CMT_01993,đừng có mà cho mày biết mặt tao đang để_ý mày đấy,toxic
CMT_01994,cày thuê ran k bạch_kim mà ván thì ván âm_mạng đậm_chất bú w in rồi,non-toxic
CMT_01995,các cây hoa_chuông đa_số đều thuộc họ trúc đào chứa chất_độc bảng anh chớ đừng đụng vào mủ nó chứa chất_độc trường_hợp này là ăn luôn rõ khổ,non-toxic
CMT_01996,con ca_li ẹo thấy ớn_tởm quá độc_lập tự_do hạnh_phúc,toxic
CMT_01997,anh ấy cần sự tôn_trọng nếu không thích_son đó thì là vậy là z cũng vậy vậy phải tôn_trọng món quà ta tặng chứ,non-toxic
CMT_01998,biết tao sẽ làm_gì không hết đường sống ngay,toxic
CMT_01999,biên_soạn ra thế_nào thì chương_trình dạy theo thế đó chứ sao lại do giáo_viên và nhà_trường,non-toxic
CMT_02000,không què là vậy là z cũng vậy vậy không đỡ được nữa,toxic
CMT_02001,cho con áo đen qua thi thách_thức_danh hài_đậu chắc nó mới trốn trại tâm_thần ra,toxic
CMT_02002,các bác đọc kỹ_đề chưa mà quăng ra nhiều vậy có lăn bánh là đủ con thì thiếu còn hãy chạy thử để biết ngồi phán_khó lắm,non-toxic
CMT_02003,nghe thằng rao muốn n_c muốn chửi vô_mặc rồi gặp nhỏ kia thấy ua hơn,toxic
CMT_02004,đau_lòng thương các con quá nam mô anh di_đà phật,non-toxic
CMT_02005,nên tạo một hệ_thống dữ_liệu an_d như cmtnd từ đó truy_tìm người_thân của những trường_hợp này để có biện_pháp xử_lý,toxic
CMT_02006,thằng ngu không biết gì mà nói,toxic
CMT_02007,mày mà đủ chứng_cứ đuổi_học nữa tao cho mày ra bã,toxic
CMT_02008,chị này lấy văn_mẫu ở đâu vậy,non-toxic
CMT_02009,đã xấu rồi kết_cấu là vậy là z cũng vậy vậy chẳng ra gì,toxic
CMT_02010,đúng là xem tới cái phút thứ tao phải tắt luôn cái v id này đi,non-toxic
CMT_02011,mày mà đập xe nữa tao cho mày ra bã,toxic
CMT_02012,nhà tui ba đời chuyen chữa_trị bệnh sạo chó,toxic
CMT_02013,anh ba làm lại giáo_án y_i được không a_be,non-toxic
CMT_02014,y_dược h cm năm nay lấy điểm quá thấp có_lẽ do tăng học_phí nên học_sinh nghèo học giỏi không dám đăng_ký,non-toxic
CMT_02015,có tiền mà xài không được z cũng vậy z ay,non-toxic
CMT_02016,tao nhớ mày rồi đấy cẩn_thận là chắc_chắn,toxic
CMT_02017,mày làm quá lên vậy_mà vẫn tự_tin được á,toxic
CMT_02018,con hâm_ảo_tưởng sức_mạnh em xứng_đáng được ế suốt đời,toxic
CMT_02019,vậy đù má thằng ad min chó có trái_tim vì không cứu đứa báo kêu báo đăng_đù má thằng ad min,toxic
CMT_02020,đ it mẹ thua cái thể_loại này,toxic
CMT_02021,tôi chẳng hiểu khi bạn ra ngân_hàng mở tài_khoản như_thế_nào mà_lại sảy ra tình_trạng trên tôi z cũng vậy thường_xuyên giao_dịch nhiều ngân_hàng và tôi thấy rất an_toàn không hề sảy ra bất_cứ một khoản tiền nào không cánh mà bay hoặc nợ_xấu này nọ_thiết_nghĩ do chúng_ta đã không làm đúng đã không tự kiểm_soát tiền của chính mình thôi,toxic
CMT_02022,đẳng_cấp thuyết_trình là nó phải như_thế chứ không phải như bắn rap,non-toxic
CMT_02023,hỷ_vọng chính_quyền làm tốt trong việc cách_ly những người nhập_cảnh vào việt_nam rất nhiều người ở nước_ngoài nhập_cảnh về việt_nam bị nhiễm_bệnh,non-toxic
CMT_02024,đừng có mà phá tan tất_cả tao đang để_ý mày đấy,toxic
CMT_02025,tui lại thích cái cách trình bài của tt hơn,non-toxic
CMT_02026,trong chiến_tranh không có cái gọi_là đạo_đức,non-toxic
CMT_02027,ý_đồ đánh thuế của trum_p là thế mà ép_chuyển sản_xuất ra khỏi dạng chuỗi_z cũng vậy_ứng nhưng chuyện này đâu phải làm trong một_vài tháng lúc đầu vẫn phải nhập_khẩu linh_kiện trung_quốc dù dời nhà_máy sang ấn_độ hay đông nam_á nhưng năm sau các quốc_gia này sẽ học_hỏi từ các công_ty mỹ_châu_âu và copy để tự sản_xuất linh_kiện và xây chuỗi cung_ứng như trung_quốc đã làm năm trước,non-toxic
CMT_02028,con này đem nó qua công_gô cho mấy thằng da đen là vừa đó,toxic
CMT_02029,bạn có_thể tư_vấn thêm cho mình không,non-toxic
CMT_02030,mày so_sánh làm gì vậy ai dám gần,toxic
CMT_02031,vỏ m ỳ tôm không bền với môi_trường và dễ_dàng bị phân_rã thành vi_nhựa nếu sử_dụng vỏ m ỳ tôm làm túi sẽ khiến vi_nhựa dễ_dàng phát_tán ra môi_trường và nơi sinh_sống cái này là lợi_bất_cập_hại áp_dụng là tốt nhưng không nên chạy theo phong_trào mà cần có kiến_thức và tốt nhất là xin tư_vấn của chuyên_gia về tái_chế nhựa,non-toxic
CMT_02032,con so_tròn chứ không có mấy cái ngạnh như sam nhé,non-toxic
CMT_02033,hi_vọng ông dành chiến_thắng trong cuộc bầu_cử sắp tới,non-toxic
CMT_02034,cảm_giác của nam thanh_niên khi bị chúng đe dọa cướp_bóc còn cô người_yêu thì bị chúng hãm hiếp nó đau_đớn và bất_lực cỡ nào thì không_thể tưởng_tượng nổi,non-toxic
CMT_02035,ủa v s ông v thấy giống không liên_hệ gì làm_việc mà_lại lên li_ve nói_thẳng v up s tt gì vô thì không tl giờ đòi gì làm_việc trước,non-toxic
CMT_02036,mới năm đầu làm hlv còn ngỡ đúng không anh si,non-toxic
CMT_02037,theo tôi thấy cô gái ghế xanh_hợp với anh ghế đỏ,non-toxic
CMT_02038,hay hay cho câu nói này tràng vỗ_tay tán_dương bạn,non-toxic
CMT_02039,mày có đọc lại chưa vậy ai dám gần,toxic
CMT_02040,trong cuộc tranh_luận ông trum p giơ khẩu_trang và nói tôi có nó và sẽ đeo khi cần giờ chắc có_lẽ không cần nữa rồi,non-toxic
CMT_02041,mày tự n_hiên kéo_dài vậy là sao,toxic
CMT_02042,một quyết_định chính_xác và tầm nhìn của lãnh_đạo tỉnh brvt hãy giữ lại thiên n_hiên trong_sạch,non-toxic
CMT_02043,đừng lo nhiều quá nữa giữ sức mà làm chuyện khác,toxic
CMT_02044,ngạo mạn thế_này ai sánh bằng mày,toxic
CMT_02045,thế trả_lời đi không trả_lời được thì phắn,non-toxic
CMT_02046,nó chửi_ô đúng qua d tôi bênh không nổi,non-toxic
CMT_02047,cứ mỗi ngày_một hồi_hộp đi tao sẽ làm mày hối_hận,toxic
CMT_02048,cứ đừng buộc tao đi tao sẽ làm mày hối_hận,toxic
CMT_02049,biết tao sẽ làm gì không không cho làm_việc nữa ngay,toxic
CMT_02050,đừng nào vậy nữa giữ sức mà làm chuyện khác,toxic
CMT_02051,đừng có mà làm sập_trang tao đang để_ý mày đấy,toxic
CMT_02052,bạn gái ghế đỏ có cái cách nói_chuyện giống nam em ghê thấy hâm_hâm ấy,non-toxic
CMT_02053,mất_nhân chị_em nhà này còn hơn loài cầm thú_mong pháp_luật xử_lý mạnh_tay thể_hiện được sự răn_đe trong bản_án để sau_này không còn trường_hợp tương_tự sảy ra thật đáng thương cho các bé,toxic
CMT_02054,không được chê phụ_nữ béo nhưng_mà được chê đàn_ông xấu à thế,toxic
CMT_02055,mày khôn_thật thôi chưa đủ còn khoe nữa,toxic
CMT_02056,mày sẽ thấy hậu_quả của cho nghỉ_việc sớm thôi,toxic
CMT_02057,tao không đùa đâu bóc mặt ngay bây_giờ,toxic
CMT_02058,toàn là ở phan_thiết còn hàm_thuận bắc nằm thị_trấn nào có ai biết không anh,non-toxic
CMT_02059,cứ giẫm chết đi tao sẽ làm mày hối_hận,toxic
CMT_02060,thấy anh_trai hiền quá còn bà đó thiếu hột,non-toxic
CMT_02061,tao sẽ đâm thủng bụng_mày cứ chờ đấy,toxic
CMT_02062,nếu con bạn sử_dụng điện_thoại như bạn muốn thì quá tuyệt_vời tiếc là đại_đa_số chúng sẽ chỉ học khi bạn bên cạch và thời_gian còn lại chúng chơi_chít yêu_đương xem phim và mạng xã_hội,non-toxic
CMT_02063,mày tốt thật thế_này có vui không,toxic
CMT_02064,vụ bỏ con thì công_ty đéo í_ới gì,non-toxic
CMT_02065,tao biết nhà mày kiện đòi tiền tỷ là chuyện thường,toxic
CMT_02066,thật cảm_động cá_trê hy_sinh thân mình để cứu rắn khỏi chết_đuối nhưng cuối_cùng rắn đã đầu_hàng số_phận,non-toxic
CMT_02067,rồi mày sẽ biết báo với ban_giám_hiệu không phải chuyện đùa,toxic
CMT_02068,thể_dục quên mất thể_chất và ý_thức rồi ai ơi,non-toxic
CMT_02069,từ khi có bale thì real mới có thành_công mặc_dù những thành_công đó có đóng_góp nửa từ ban tổ_chức và trọng_nửa còn lại là đóng_góp của bale và hàng tiền_vệ real những người đã phải còng lưng gánh_tạ và làm nền,non-toxic
CMT_02070,hàng bị rách mà dám giao cho khách,non-toxic
CMT_02071,thấy quán hay bị kêu là lừa_đảo nhẹ,toxic
CMT_02072,cần công_khai minh_bạch tất_cả các loại giấy_tờ có liên_quan bảo_đảm đúng đầy_đủ những điều_kiện để thực_hiện các dự_án ngay từ đầu và trên cơ_sở đó thì các tổ_chức cá_nhân có đủ điều_kiện tham_gia thực_hiện đúng quy_định tránh để n hùng_nhằng kéo_dài như_vậy,toxic
CMT_02073,thường thì đồ chay phải từ tâm vì món chay làm chủ_yếu bán cho người ăn_chay tu_tâm_dưỡng_tính tuy_nhân làm món này không có tâm_ắt sẽ gặp quả xin chia buồn cùng thương_hiệu này,toxic
CMT_02074,nhang_sắc có hạng mà khác vọng phi thường,non-toxic
CMT_02075,người mới thất_tình mà nghe chắc không chịu nổi luôn,non-toxic
CMT_02076,bạn ơi lúc_nào mấy sách bạn_đọc và thấy hay nhé mình thích tư_duy của bạn quá,non-toxic
CMT_02077,mò vào xem mới biết n dân mỹ_tho mất mặt quá,non-toxic
CMT_02078,người nhật giỏi quá muốn có chiếc ghê,non-toxic
CMT_02079,không_những thương_tích mà tao còn mạnh_tay hơn,toxic
CMT_02080,thuận ý_kiến cá_nhân thôi mà thử sáng_tác cái mã bố nhà m à,non-toxic
CMT_02081,bé ghế đỏ nên đ k phải đưa đi bảo_tồn ngay_lập_tức,non-toxic
CMT_02082,m buồn_cười chúng m làm sai xong bắt người ta phải đi tìm i dol chúng m,non-toxic
CMT_02083,eo ơi thực_tế là không nên đưa tiền cho con này,toxic
CMT_02084,nếu bản_thân thực_sự không có điểm yếu thì đố ai mà moi_móc được để mà tấn_công chứ,non-toxic
CMT_02085,ai muốn nghe thế_này chắc_học ở đâu đấy nhỉ,toxic
CMT_02086,tất_cả người nhập_cảnh về đều phải cách_ly bắt_buộc ngày thì mới an_toàn được,non-toxic
CMT_02087,con đoan_minh cứ như ăn_xin nhìn múm mà làm_giá,toxic
CMT_02088,phải công_nhận mày cố_tình làm ra thật_sự đấy,toxic
CMT_02089,anh quý giỏi thật đoạn nắm tay nắm lâu run_run chắc đang dặn_lòng đừng đấm,toxic
CMT_02090,đừng tưởng ra tòa là xong tao có cách xử_lý,toxic
CMT_02091,nó nói gì kệ nó đi a mình cày mà có khách tin_tưởng ủng_hộ là được rồi nhưng_mà nói thật em ghét mấy thằng cày thuê như anh lắm tại nó làm bọn em không lên ran k được,non-toxic
CMT_02092,tao sẽ đụng vào tao là đụng cả hội_mày cứ chờ đấy,toxic
CMT_02093,cảm_ơn vì đã tạo ra tác_phẩm này,non-toxic
CMT_02094,cứ thế_này thì đừng trách tao gặp nhau tại tòa,toxic
CMT_02095,ai dạy mày tự nhận_thức cao thật kiểu này vậy,toxic
CMT_02096,đừng để tao tìm đến xong là mày hết đường chạy,toxic
CMT_02097,hai năm đó ở trại_giam chí hòa,non-toxic
CMT_02098,chẳng_lẽ ném luôn vợt để để bóng à,toxic
CMT_02099,đúng rồi đấy cứ kiểu mòi tiền bạn trai kiểu đào mỏ,non-toxic
CMT_02100,t ném lun cái vợt vào mồm đối_phương,non-toxic
CMT_02101,người mỹ cách đây năm họ chọn trum p đơn_giản bởi_vì họ cần sự đổi_mới không phủ_nhận những gì mà tổng_thống đem lại nhưng ông không làm cho nền kinh_tế mỹ đi lên nếu ngày đó thắng trum_p thì có_lẽ z cũng vậy trở_thành thứ hai các bạn có_thể đọc thêm những bài báo ở những năm trước nhé kinh_tế mỹ đi lên khi trum_p tại vị và cách đây tháng thì người_dân mỹ vẫn ủng_hộ trum p mặc_dù ở mỹ vẫn còn phức_tạp url,non-toxic
CMT_02102,cái loại trai đéo phải nữ_z cũng vậy không xàm lồn quen,toxic
CMT_02103,một chế_độ sắp tới ngày suy_tàn rù i nên mới để cho các phần_tử lộng_hành ngang_tàng đến,toxic
CMT_02104,luôn tỏ_vẻ bị hại kiểu gì mà mày tự_tin thế,toxic
CMT_02105,mình mới chào_đón con mình tháng chuẩn_bị đi tiêm phòng mà đọc tin này vừa buồn vừa lo_sợ mọi người ai có kinh_nghiệm cho em lời khuyên,toxic
